Martinópolis;24219
Cajuru;23371
Tanabi;24055
Pereira Barreto;24962
Pirajuí;22704
Bom Jesus dos Perdões;19708
Angatuba;22210
Monte Aprazível;21746
Brodowski;21107
Álvares Machado;23513
Igaraçu do Tietê;23362
Potim;19397
Cordeirópolis;21080
Brotas;21580
Apiaí;25191
Iracemápolis;20029
Santo Antônio de Posse;20650
Taquarituba;22291
Tambaú;22406
Teodoro Sampaio;21386
Araçariguama;17080
Miguelópolis;20451
Palmital;21186
Pompeia;19964
Lucélia;19882
Cunha;21866
Nova Granada;19180
Pradópolis;17377
Guapiaçu;17869
Guará;19858
Castilho;18003
Bastos;20445
Santo Anastácio;20475
Engenheiro Coelho;15721
Capela do Alto;17532
Itatinga;18052
Junqueirópolis;18726
Regente Feijó;18494
Paranapanema;17808
Cerqueira César;17532
Buri;18563
Miracatu;20592
Pariquera-Açu;18446
Monte Azul Paulista;18931
Caconde;18538
Viradouro;17297
Pirapora do Bom Jesus;15733
Juquiá;19246
Águas de Lindóia;17266
Alumínio;16839
Nazaré Paulista;16414
Guareí;14565
Colina;17371
Mirante do Paranapanema;17059
Paraibuna;17388
Itirapina;15524
Cesário Lange;15540
Conchas;16288
Jacupiranga;17208
Elias Fausto;15775
Cafelândia;16607
Itaberá;17858
Bady Bassitt;14603
Severínia;15501
Itariri;15471
Potirendaba;15449
Charqueada;15085
Macatuba;16259
Guapiara;17998
Buritama;15418
Salesópolis;15635
Pindorama;15039
Pedregulho;15700
Rosana;19691
Tabatinga;14686
Ribeirão Branco;18269
Ipuã;14148
Altinópolis;15607
Borborema;14529
Fartura;15320
São Lourenço da Serra;13973
Panorama;14583
Tupi Paulista;14269
Eldorado;14641
Santa Adélia;14333
São Simão;14346
Itajobi;14556
Pinhalzinho;13105
Auriflama;14202
Itaporanga;14549
Tarumã;12885
Ipaussu;13663
Luís Antônio;11286
Holambra;11299
Boa Esperança do Sul;13645
Santa Branca;13763
Patrocínio Paulista;13000
Serra Azul;11256
Flórida Paulista;12848
Pacaembu;13226
Quatá;12799
Maracaí;13332
Itapuí;12173
Taguaí;10828
Urupês;12714
Piquete;14107
Avanhandava;11310
Piratininga;12072
Morungaba;11769
Queluz;11309
Valentim Gentil;11036
Palmares Paulista;10934
Joanópolis;11768
Ribeirão Bonito;12135
Presidente Bernardes;13406
Tapiratiba;12737
Palestina;11051
Mineiros do Tietê;12038
Sete Barras;13005
Cananéia;12226
Riolândia;10575
Duartina;12251
Chavantes;12114
Tabapuã;11363
Ibirá;10896
Bocaina;10859
Cardoso;11805
São Sebastião da Grama;12099
Guaiçara;10670
Lavínia;8779
Sales Oliveira;10568
Bofete;9618
Iacanga;10013
Nhandeara;10725
Pirangi;10623
Getulina;10765
Pedro de Toledo;10204
Estiva Gerbi;10044
Guaraci;9976
Nova Europa;9300
Ilha Comprida;9025
Bernardino de Campos;10775
Divinolândia;11208
Areiópolis;10579
Parapuã;10844
Bananal;10223
São Bento do Sapucaí;10468
General Salgado;10669
Vera Cruz;10769
Rincão;10414
Roseira;9599
São Luiz do Paraitinga;10397
Cajobi;9768
Vargem;8801
Ouroeste;8405
Sarapuí;9027
Uchoa;9471
Torrinha;9330
Rinópolis;9935
Porangaba;8326
Dumont;8143
Manduri;8992
Nova Campina;8515
Ariranha;8547
Reginópolis;7323
Igaratá;8831
Herculândia;8696
Euclides da Cunha Paulista;9585
Terra Roxa;8505
Salto Grande;8787
Palmeira d'Oeste;9584
Iaras;6376
Cedral;7972
Urânia;8836
Rafard;8612
Bálsamo;8160
Paulo de Faria;8589
Neves Paulista;8772
Dobrada;7939
São José da Bela Vista;8406
Dourado;8609
Santa Lúcia;8248
Vista Alegre do Alto;6886
Pereiras;7454
Cristais Paulista;7588
Clementina;7065
Ouro Verde;7800
Arealva;7841
Santo Antônio do Aracanguá;7626
Estrela d'Oeste;8208
Guaraçaí;8435
Irapuru;7789
Saltinho;7059
Icém;7462
Águas da Prata;7584
Iepê;7628
Macaubal;7663
Monte Alegre do Sul;7152
Bilac;7048
Irapuã;7275
Lindóia;6712
Itobi;7546
Tapiraí;8012
Catiguá;7127
Ibirarema;6725
Sud Mennucci;7435
Ribeirão Grande;7422
São Pedro do Turvo;7198
Barra do Turvo;7729
Guatapará;6966
Restinga;6587
Ipeúna;6016
Tarabai;6607
Nuporanga;6817
Barbosa;6593
Paulicéia;6339
Cosmorama;7214
Lavrinhas;6590
Jaci;5657
Orindiúva;5675
Nova Aliança;5891
Jaborandi;6592
Santo Antônio da Alegria;6304
Tuiuti;5935
Santo Antônio do Pinhal;6486
Anhembi;5653
Guarantã;6404
Natividade da Serra;6678
Quintana;6004
Jambeiro;5349
Gália;7011
Oriente;6097
Itirapuã;5930
Paraíso;5898
Pardinho;5582
Arandu;6123
Sales;5451
Iacri;6419
Ubarana;5289
Silveiras;5792
Taiaçu;5894
Taciba;5714
Colômbia;5994
Santa Maria da Serra;5413
Echaporã;6318
Pedra Bela;5780
Águas de Santa Bárbara;5601
Poloni;5395
Coroados;5238
Alambari;4884
Campina do Monte Alegre;5567
Santa Albertina;5723
Piacatu;5287
Américo de Campos;5706
Santo Antônio do Jardim;5943
Caiuá;5039
Marabá Paulista;4812
Taquarivaí;5151
Novais;4592
Três Fronteiras;5427
Luiziânia;5030
Fernando Prestes;5534
Guaimbê;5425
Balbinos;3702
Barra do Chapéu;5244
Braúna;5021
Aramina;5152
Santa Ernestina;5568
Sabino;5217
Taiúva;5447
Riversul;6163
Mendonça;4640
Avaí;4959
Ipiguá;4463
Salmourão;4818
Guzolândia;4754
Pratânia;4599
Planalto;4463
Álvaro de Carvalho;4650
Canitar;4369
Nipoã;4274
Canas;4385
Analândia;4293
Campos Novos Paulista;4539
Itapura;4357
Lagoinha;4841
Indiana;4825
Mirassolândia;4295
Narandiba;4288
Espírito Santo do Turvo;4244
Boracéia;4268
Glicério;4565
Gastão Vidigal;4193
Gavião Peixoto;4419
Ubirajara;4427
Santópolis do Aguapeí;4277
Júlio Mesquita;4430
Motuca;4290
Ribeirão Corrente;4273
Coronel Macedo;5001
Monteiro Lobato;4120
Pontalinda;4074
Lupércio;4353
Ribeirão do Sul;4446
Tejupá;4809
João Ramalho;4150
Santa Cruz da Conceição;4002
Murutinga do Sul;4186
Buritizal;4053
Onda Verde;3884
Sandovalina;3699
Ocauçu;4163
Cabrália Paulista;4365
Itapirapuã Paulista;3880
Iporanga;4299
Aparecida d'Oeste;4450
Caiabu;4072
Populina;4223
Alfredo Marcondes;3891
Monte Castelo;4063
Altair;3815
São José do Barreiro;4077
Anhumas;3738
Nova Luzitânia;3441
Alto Alegre;4102
Presidente Alves;4123
Pracinha;2858
Mariápolis;3916
Paranapuã;3815
Corumbataí;3874
Inúbia Paulista;3630
Nova Independência;3068
Suzanápolis;3383
Bom Sucesso de Itararé;3571
Indiaporã;3903
Areias;3696
Redenção da Serra;3873
Meridiano;3855
Itaju;3246
Quadra;3236
Macedônia;3664
Piquerobi;3537
Álvares Florence;3897
Elisiário;3120
Sarutaiá;3622
Rifaina;3436
Adolfo;3557
Platina;3192
Sebastianópolis do Sul;3031
Mombuca;3266
Barão de Antonina;3116
Águas de São Pedro;2707
Pongaí;3481
Queiroz;2808
Jumirim;2798
Ribeira;3358
Itaóca;3228
Alvinlândia;3000
Emilianópolis;3020
Jeriquara;3160
Rubinéia;2862
Nantes;2707
Rubiácea;2729
Magda;3200
Santo Expedito;2803
Pedrinhas Paulista;2940
Mira Estrela;2820
Marapoama;2633
Bento de Abreu;2674
Santa Mercedes;2831
Floreal;3003
Brejo Alegre;2573
São Francisco;2793
Taquaral;2726
Cândido Rodrigues;2668
Gabriel Monteiro;2708
Estrela do Norte;2658
Zacarias;2335
Florínea;2829
Timburi;2646
Borebi;2293
Lutécia;2714
Oscar Bressane;2537
Pontes Gestal;2518
São João das Duas Pontes;2566
Cássia dos Coqueiros;2634
Santa Rita d'Oeste;2543
Óleo;2673
Pedranópolis;2558
Arapeí;2493
Embaúba;2423
Sagres;2395
Torre de Pedra;2254
Lucianópolis;2249
Nova Guataporanga;2177
Lourdes;2128
Monções;2132
Ribeirão dos Índios;2187
Parisi;2032
Santa Cruz da Esperança;1953
Dolcinópolis;2096
Santa Clara d'Oeste;2084
Marinópolis;2113
São João do Pau d'Alho;2103
Cruzália;2274
Turiúba;1930
Guarani d'Oeste;1970
São João de Iracema;1780
Mesópolis;1886
Nova Canaã Paulista;2114
União Paulista;1599
Vitória Brasil;1737
Paulistânia;1779
Aspásia;1809
Dirce Reis;1689
Arco-Íris;1925
Turmalina;1978
Trabiju;1544
Fernão;1563
Santa Salete;1447
Santana da Ponte Pensa;1641
Flora Rica;1752
Nova Castilho;1125
Uru;1251
Borá;805
